0.36 -0.062072844286688245 -0.12196542327178594 1	0.36 -0.062072844286688245 -0.12196542327178594 1
1.32 0.11218753029675277 -0.36812145989189515 1	1.32 0.11218753029675277 -0.36812145989189515 1
2.32 0.11356857442727053 -0.3797155075799681 1	2.32 0.11356857442727053 -0.3797155075799681 1
3.32 0.04038014701365089 0.19548874446227837 1	3.32 0.04038014701365089 0.19548874446227837 1
4.32 0.05806291542364672 -0.3047677882803379 1	4.32 0.05806291542364672 -0.3047677882803379 1
5.32 0.20157023952109743 -0.3522391382316721 1	5.32 0.20157023952109743 -0.3522391382316721 1
6.32 1.251968654752683 -0.11898342352499824 1	6.32 1.251968654752683 -0.11898342352499824 1
7.32 2.085511725566395 0.02858001084750228 1	7.32 2.085511725566395 0.02858001084750228 1
8.32 2.353546755903899 0.18115397134321376 1	8.32 2.353546755903899 0.18115397134321376 1
9.32 2.5519634647193232 -0.1685458175465615 1	9.32 2.5519634647193232 -0.1685458175465615 1
10.32 2.5498925268420773 -0.15684998225651214 1	10.32 2.5498925268420773 -0.15684998225651214 1
11.32 2.3872604433066327 -0.1746317108350961 1	11.32 2.3872604433066327 -0.1746317108350961 1
12.32 1.8806032296915927 -0.23643940470182145 1	12.32 1.8806032296915927 -0.23643940470182145 1
13.32 0.9183861786536189 -0.29473511214109904 1	13.32 0.9183861786536189 -0.29473511214109904 1
14.32 -0.7956297023516594 -0.1467503901937519 1	14.32 -0.7956297023516594 -0.1467503901937519 1
15.32 -1.7797888931193653 -0.29413255467014054 1	15.32 -1.7797888931193653 -0.29413255467014054 1
16.32 -2.130226013804938 -0.2276171842120105 1	16.32 -2.130226013804938 -0.2276171842120105 1
17.32 -1.892560759649686 -0.3921266835172401 1	17.32 -1.892560759649686 -0.3921266835172401 1
18.32 -0.7752684120452131 -0.43768825929445665 1	18.32 -0.7752684120452131 -0.43768825929445665 1
19.32 -0.5048771872175162 -0.523695013053254 1	19.32 -0.5048771872175162 -0.523695013053254 1
20.32 -0.42736027344578 -0.5452394271530419 1	20.32 -0.42736027344578 -0.5452394271530419 1
21.32 0.7108550812316001 -0.04128366906082337 1	21.32 0.7108550812316001 -0.04128366906082337 1
