0.36 0.06658040142605914 -0.29335940871809196 1	0.36 0.06658040142605914 -0.29335940871809196 1
1.32 0.20579002677339897 -0.3518065409232727 1	1.32 0.20579002677339897 -0.3518065409232727 1
2.32 0.24021999730115162 -0.50884910280945 1	2.32 0.24021999730115162 -0.50884910280945 1
3.32 0.1875021876183225 -0.4959996746970021 1	3.32 0.1875021876183225 -0.4959996746970021 1
4.32 0.05630927840441258 -0.23890681157195082 1	4.32 0.05630927840441258 -0.23890681157195082 1
5.32 0.15113385442330518 -0.08437940876423733 1	5.32 0.15113385442330518 -0.08437940876423733 1
6.32 0.27992470189428076 -0.13798911660142066 1	6.32 0.27992470189428076 -0.13798911660142066 1
7.32 0.33346937876353433 -0.15450352670354595 1	7.32 0.33346937876353433 -0.15450352670354595 1
8.32 0.3274324943203961 -0.14508691688367592 1	8.32 0.3274324943203961 -0.14508691688367592 1
9.32 0.25848270371499993 -0.15278476136276709 1	9.32 0.25848270371499993 -0.15278476136276709 1
10.32 0.590279498549763 -0.21136289798160246 1	10.32 0.590279498549763 -0.21136289798160246 1
11.32 1.538799833936615 -0.20761686290146208 1	11.32 1.538799833936615 -0.20761686290146208 1
12.32 2.099319653597452 -0.08551760778263318 1	12.32 2.099319653597452 -0.08551760778263318 1
13.32 2.5712126312263983 -0.071417197475526 1	13.32 2.5712126312263983 -0.071417197475526 1
14.32 2.37243338261875 0.2861874668492119 1	14.32 2.37243338261875 0.2861874668492119 1
15.32 2.2537213926990223 -0.15372692499957852 1	15.32 2.2537213926990223 -0.15372692499957852 1
16.32 2.076135328132491 -0.20732218151055526 1	16.32 2.076135328132491 -0.20732218151055526 1
17.32 1.9518815687718298 -0.1821328916140723 1	17.32 1.9518815687718298 -0.1821328916140723 1
18.32 1.9464667196741026 -0.16258684460123263 1	18.32 1.9464667196741026 -0.16258684460123263 1
19.32 1.8920631313733578 -0.2598819690829084 1	19.32 1.8920631313733578 -0.2598819690829084 1
20.32 1.762035124715399 -0.3628916506014641 1	20.32 1.762035124715399 -0.3628916506014641 1
21.32 1.195226464880606 -0.22814779921120198 1	21.32 1.195226464880606 -0.22814779921120198 1
22.32 0.5795993401646187 -0.19258654116889207 1	22.32 0.5795993401646187 -0.19258654116889207 1
23.32 0.04398418210584909 -0.3652453318175335 1	23.32 0.04398418210584909 -0.3652453318175335 1
24.32 -0.1291301394775628 -0.47634021618936817 1	24.32 -0.1291301394775628 -0.47634021618936817 1
25.32 -0.10420285840838917 -0.4050090983525503 1	25.32 -0.10420285840838917 -0.4050090983525503 1
