0.36 -0.0862203820592411 -0.08813738189646192 1	0.36 -0.0862203820592411 -0.08813738189646192 1
1.32 0.06534701215025995 -0.2316959139541661 1	1.32 0.06534701215025995 -0.2316959139541661 1
2.32 0.17265125082627275 -0.33199597180900087 1	2.32 0.17265125082627275 -0.33199597180900087 1
3.32 0.06278598581905337 0.08440077159428183 1	3.32 0.06278598581905337 0.08440077159428183 1
4.32 1.766281301345991 0.9732286474480709 1	4.32 1.766281301345991 0.9732286474480709 1
5.32 2.987227356963005 0.9499092334990046 1	5.32 2.987227356963005 0.9499092334990046 1
6.32 3.1401292997317514 0.9413700705072822 1	6.32 3.1401292997317514 0.9413700705072822 1
7.32 2.9442403163654047 0.7580091303249217 1	7.32 2.9442403163654047 0.7580091303249217 1
8.32 3.1336953179771987 0.1874214486871253 1	8.32 3.1336953179771987 0.1874214486871253 1
9.32 2.9138190180636343 -0.3538331823441032 1	9.32 2.9138190180636343 -0.3538331823441032 1
10.32 3.1196970094313343 -0.5693759693513067 1	10.32 3.1196970094313343 -0.5693759693513067 1
11.32 -2.631952434918316 -0.41691950442084 1	11.32 -2.631952434918316 -0.41691950442084 1
12.32 -2.2760744527478445 -0.26033592922135207 1	12.32 -2.2760744527478445 -0.26033592922135207 1
13.32 -2.215163997742984 -0.2527122263288857 1	13.32 -2.215163997742984 -0.2527122263288857 1
14.32 -2.5299808612762127 -0.3412727807557858 1	14.32 -2.5299808612762127 -0.3412727807557858 1
15.32 -1.3696099898960676 -0.1675043795818969 1	15.32 -1.3696099898960676 -0.1675043795818969 1
16.32 -1.0269206650127782 -0.29006513466153794 1	16.32 -1.0269206650127782 -0.29006513466153794 1
17.32 -2.1651561258831418 -0.38128033488072144 1	17.32 -2.1651561258831418 -0.38128033488072144 1
18.32 1.2549914952039671 -0.3222985036058996 1	18.32 1.2549914952039671 -0.3222985036058996 1
19.32 2.561762720524401 0.3426711036458989 1	19.32 2.561762720524401 0.3426711036458989 1
20.32 0.6279145219027069 -0.25488495180810844 1	20.32 0.6279145219027069 -0.25488495180810844 1
21.32 0.26700018971741235 -0.3642783495987587 1	21.32 0.26700018971741235 -0.3642783495987587 1
22.32 -0.07828032078655811 -0.4619127660870226 1	22.32 -0.07828032078655811 -0.4619127660870226 1
23.32 0.5255815394417347 -0.5206369867642495 1	23.32 0.5255815394417347 -0.5206369867642495 1
24.32 1.0010502778289965 -0.44769800180732444 1	24.32 1.0010502778289965 -0.44769800180732444 1
25.32 1.2755356262028519 0.16378881795049605 1	25.32 1.2755356262028519 0.16378881795049605 1
26.32 0.5004148690123573 -0.3200079684021675 1	26.32 0.5004148690123573 -0.3200079684021675 1
27.32 0.026222245560983293 -0.06943139675919197 1	27.32 0.026222245560983293 -0.06943139675919197 1
28.32 0.24687326222292416 -0.027696280834047737 1	28.32 0.24687326222292416 -0.027696280834047737 1
29.32 0.7613285371227048 0.02609689601410503 1	29.32 0.7613285371227048 0.02609689601410503 1
