0.36 -0.1345569266273734 -0.1938224437188143 1	0.36 -0.1345569266273734 -0.1938224437188143 1
1.32 0.09222145234612844 -0.8052059050783318 1	1.32 0.09222145234612844 -0.8052059050783318 1
2.32 -0.07008704714599645 -0.8262036820563954 1	2.32 -0.07008704714599645 -0.8262036820563954 1
3.32 -0.1828388074833338 -0.8350158494497149 1	3.32 -0.1828388074833338 -0.8350158494497149 1
4.32 -0.31970794630374977 0.004879835868820903 1	4.32 -0.31970794630374977 0.004879835868820903 1
5.32 -0.626880309601145 0.743704202336066 1	5.32 -0.626880309601145 0.743704202336066 1
6.32 -1.05378945034187 0.9402381546741938 1	6.32 -1.05378945034187 0.9402381546741938 1
7.32 -1.4991196337661838 0.8892224598910798 1	7.32 -1.4991196337661838 0.8892224598910798 1
8.32 -1.674312433049211 0.832433460288464 1	8.32 -1.674312433049211 0.832433460288464 1
9.32 -1.370455706638414 0.6387454767352232 1	9.32 -1.370455706638414 0.6387454767352232 1
10.32 0.6729442260436711 0.5354436270998837 1	10.32 0.6729442260436711 0.5354436270998837 1
11.32 2.019210297567974 0.5231835617692493 1	11.32 2.019210297567974 0.5231835617692493 1
12.32 2.8449974044385034 0.2798251134071619 1	12.32 2.8449974044385034 0.2798251134071619 1
13.32 -2.5513610329120713 0.15734572557724857 1	13.32 -2.5513610329120713 0.15734572557724857 1
14.32 -2.737448372862923 -0.4489009176343841 1	14.32 -2.737448372862923 -0.4489009176343841 1
15.32 3.056467430729594 -0.662377793312587 1	15.32 3.056467430729594 -0.662377793312587 1
16.32 2.0857134158147552 -0.7959730784286969 1	16.32 2.0857134158147552 -0.7959730784286969 1
17.32 1.9751595136978688 -0.48149368477831667 1	17.32 1.9751595136978688 -0.48149368477831667 1
18.32 2.160426143983897 0.0774911527119766 1	18.32 2.160426143983897 0.0774911527119766 1
19.32 2.6734790119231153 0.13109237824899478 1	19.32 2.6734790119231153 0.13109237824899478 1
20.32 2.737453776402287 0.14791906266088728 1	20.32 2.737453776402287 0.14791906266088728 1
21.32 2.6251694850518037 0.09489777512772135 1	21.32 2.6251694850518037 0.09489777512772135 1
22.32 2.2423142697738374 -0.34105004183664644 1	22.32 2.2423142697738374 -0.34105004183664644 1
23.32 1.5874976616599108 -0.6370612689136337 1	23.32 1.5874976616599108 -0.6370612689136337 1
24.32 0.9227850366871762 -0.6127148683261088 1	24.32 0.9227850366871762 -0.6127148683261088 1
25.32 0.7228314607456152 -0.7946360165953292 1	25.32 0.7228314607456152 -0.7946360165953292 1
26.32 0.7360826985584574 -0.7273214249661257 1	26.32 0.7360826985584574 -0.7273214249661257 1
27.32 0.7741650847052726 -0.6547006833450095 1	27.32 0.7741650847052726 -0.6547006833450095 1
28.32 0.7851864200525962 -0.6661502177710177 1	28.32 0.7851864200525962 -0.6661502177710177 1
29.32 0.6994441883952316 -0.46917926989477543 1	29.32 0.6994441883952316 -0.46917926989477543 1
30.32 0.9103524979198596 -0.14200784192389282 1	30.32 0.9103524979198596 -0.14200784192389282 1
31.32 1.9571519046074917 0.009282463813561792 1	31.32 1.9571519046074917 0.009282463813561792 1
32.32 2.4012329907927388 0.13265249316076755 1	32.32 2.4012329907927388 0.13265249316076755 1
33.32 2.067492178423934 0.2719186671758722 1	33.32 2.067492178423934 0.2719186671758722 1
34.32 1.537996214535827 0.22550132155981784 1	34.32 1.537996214535827 0.22550132155981784 1
35.32 1.3748237770639653 -0.35641180159416996 1	35.32 1.3748237770639653 -0.35641180159416996 1
36.32 1.0937825531405991 -0.4831577864069234 1	36.32 1.0937825531405991 -0.4831577864069234 1
37.32 0.80546665726858 -0.468611584102272 1	37.32 0.80546665726858 -0.468611584102272 1
38.32 0.41140538099525914 -0.4063370495672227 1	38.32 0.41140538099525914 -0.4063370495672227 1
39.32 -0.14586289026911237 -0.295998974865638 1	39.32 -0.14586289026911237 -0.295998974865638 1
40.32 -0.4079213547424283 -0.4016984880141974 1	40.32 -0.4079213547424283 -0.4016984880141974 1
41.32 -0.5610300143077804 -0.5156977747942757 1	41.32 -0.5610300143077804 -0.5156977747942757 1
42.32 -0.6634120056141488 -0.6270304777299871 1	42.32 -0.6634120056141488 -0.6270304777299871 1
43.32 -0.7305428140731172 -0.6329916497901737 1	43.32 -0.7305428140731172 -0.6329916497901737 1
