0.36 -0.04724389864321399 -0.15470176119998746 1	0.36 -0.04724389864321399 -0.15470176119998746 1
1.32 0.2640684554530819 -0.4084796157569708 1	1.32 0.2640684554530819 -0.4084796157569708 1
2.32 0.24486515619874938 -0.4498820370201 1	2.32 0.24486515619874938 -0.4498820370201 1
3.32 0.12499894513809195 -0.4112303942844544 1	3.32 0.12499894513809195 -0.4112303942844544 1
4.32 0.02727782069258966 -0.4093294165697672 1	4.32 0.02727782069258966 -0.4093294165697672 1
5.32 -0.010664450421876026 -0.44929298839755205 1	5.32 -0.010664450421876026 -0.44929298839755205 1
6.32 -0.10477337163428091 -0.47363970314434223 1	6.32 -0.10477337163428091 -0.47363970314434223 1
7.32 -0.3217110257796785 -0.4699854025696868 1	7.32 -0.3217110257796785 -0.4699854025696868 1
8.32 -0.3387516526512804 -0.45175725367502784 1	8.32 -0.3387516526512804 -0.45175725367502784 1
9.32 -0.21804098148533813 -0.4024835720183295 1	9.32 -0.21804098148533813 -0.4024835720183295 1
10.32 -0.0163739809105099 -0.2517257662356589 1	10.32 -0.0163739809105099 -0.2517257662356589 1
11.32 -1.3116576585338275 -0.1680770919226462 1	11.32 -1.3116576585338275 -0.1680770919226462 1
12.32 -2.496662637556713 -0.22267294569379104 1	12.32 -2.496662637556713 -0.22267294569379104 1
13.32 -1.6130978718754831 -0.17658201155444453 1	13.32 -1.6130978718754831 -0.17658201155444453 1
14.32 -1.8285973049040671 -0.27438670236453255 1	14.32 -1.8285973049040671 -0.27438670236453255 1
15.32 -2.516554448257007 -0.2407455857520968 1	15.32 -2.516554448257007 -0.2407455857520968 1
16.32 -2.594368996516744 -0.21356892434295305 1	16.32 -2.594368996516744 -0.21356892434295305 1
17.32 -1.3094729950025212 -0.1759499231125421 1	17.32 -1.3094729950025212 -0.1759499231125421 1
18.32 -0.8744642000823113 -0.23759582495760778 1	18.32 -0.8744642000823113 -0.23759582495760778 1
19.32 -0.46090368652668934 -0.3101911196782301 1	19.32 -0.46090368652668934 -0.3101911196782301 1
20.32 -0.18832402825650174 -0.3449273954897072 1	20.32 -0.18832402825650174 -0.3449273954897072 1
