0.36 -0.10886875181750044 0.027723298530868634 1	0.36 -0.10886875181750044 0.027723298530868634 1
1.32 0.13605483800460494 -0.15739850433382907 1	1.32 0.13605483800460494 -0.15739850433382907 1
2.32 0.2305947857290831 -0.23121116620771742 1	2.32 0.2305947857290831 -0.23121116620771742 1
3.32 0.2175860788690982 -0.2718850521344789 1	3.32 0.2175860788690982 -0.2718850521344789 1
4.32 0.22408352079525296 -0.22326733502385032 1	4.32 0.22408352079525296 -0.22326733502385032 1
5.32 0.24719810290330502 -0.2163049373849646 1	5.32 0.24719810290330502 -0.2163049373849646 1
6.32 0.35276064261216744 -0.2045497259937621 1	6.32 0.35276064261216744 -0.2045497259937621 1
7.32 0.5813661718729977 0.0924118328609358 1	7.32 0.5813661718729977 0.0924118328609358 1
8.32 1.972964168751541 -0.1778282813601233 1	8.32 1.972964168751541 -0.1778282813601233 1
9.32 2.275738930652441 -0.1705039722475441 1	9.32 2.275738930652441 -0.1705039722475441 1
10.32 0.20640389397791115 -0.17181181726923356 1	10.32 0.20640389397791115 -0.17181181726923356 1
11.32 -0.06797715351984523 -0.008770698370291985 1	11.32 -0.06797715351984523 -0.008770698370291985 1
12.32 0.45040888210810737 0.1350083734916947 1	12.32 0.45040888210810737 0.1350083734916947 1
13.32 0.35688995199604623 0.0654808439973027 1	13.32 0.35688995199604623 0.0654808439973027 1
14.32 -1.093254137256265 -0.019302887741451835 1	14.32 -1.093254137256265 -0.019302887741451835 1
15.32 -1.6233463754300237 -0.2753866713061701 1	15.32 -1.6233463754300237 -0.2753866713061701 1
16.32 -0.9768047223656522 -0.3148582697244031 1	16.32 -0.9768047223656522 -0.3148582697244031 1
17.32 -0.5328618662571634 -0.21498012776294573 1	17.32 -0.5328618662571634 -0.21498012776294573 1
18.32 0.4207861766588783 -0.031864231807565035 1	18.32 0.4207861766588783 -0.031864231807565035 1
19.32 1.3738461134301687 0.2334869359259777 1	19.32 1.3738461134301687 0.2334869359259777 1
20.32 2.379610665195142 0.23270090944404953 1	20.32 2.379610665195142 0.23270090944404953 1
21.32 2.585807842376446 0.2605237964620368 1	21.32 2.585807842376446 0.2605237964620368 1
22.32 1.7298878354097456 0.23683807280956204 1	22.32 1.7298878354097456 0.23683807280956204 1
23.32 0.03904559845440625 -0.3941511258232133 1	23.32 0.03904559845440625 -0.3941511258232133 1
24.32 0.08550975380099946 -0.5305697602571042 1	24.32 0.08550975380099946 -0.5305697602571042 1
25.32 0.408699213083457 -0.14961520853456034 1	25.32 0.408699213083457 -0.14961520853456034 1
26.32 0.44248075888750815 -0.0430907131551681 1	26.32 0.44248075888750815 -0.0430907131551681 1
