0.36 0.06642457843044136 -0.16534453463255372 1	0.36 0.06642457843044136 -0.16534453463255372 1
1.32 0.23347248459977088 -0.6139872133508129 1	1.32 0.23347248459977088 -0.6139872133508129 1
2.32 0.2566662348426938 -0.7602073027046385 1	2.32 0.2566662348426938 -0.7602073027046385 1
3.32 0.4600322087245834 -1.2131322863690062 1	3.32 0.4600322087245834 -1.2131322863690062 1
4.32 0.3639139248509422 -1.1454394469843105 1	4.32 0.3639139248509422 -1.1454394469843105 1
5.32 0.3641187566919566 -1.0837624433719744 1	5.32 0.3641187566919566 -1.0837624433719744 1
6.32 0.02673495348204913 -0.9032735471935256 1	6.32 0.02673495348204913 -0.9032735471935256 1
7.32 0.0005076813728202012 -0.9112541350114398 1	7.32 0.0005076813728202012 -0.9112541350114398 1
8.32 0.020072892100846396 -0.8685124528000849 1	8.32 0.020072892100846396 -0.8685124528000849 1
9.32 1.8476177634659612 0.0026112918136638186 1	9.32 1.8476177634659612 0.0026112918136638186 1
10.32 2.132009181795115 -0.08630143514970379 1	10.32 2.132009181795115 -0.08630143514970379 1
11.32 2.5862809662300767 -0.14852884579494918 1	11.32 2.5862809662300767 -0.14852884579494918 1
12.32 -0.7330598581071732 -0.15853827414855148 1	12.32 -0.7330598581071732 -0.15853827414855148 1
13.32 -1.7276554196701044 -0.22104340158437408 1	13.32 -1.7276554196701044 -0.22104340158437408 1
14.32 -1.1477551149292717 -0.7051235595943912 1	14.32 -1.1477551149292717 -0.7051235595943912 1
15.32 0.27844312679884764 -0.3611336153525151 1	15.32 0.27844312679884764 -0.3611336153525151 1
16.32 1.2999181551058934 0.21943522030500118 1	16.32 1.2999181551058934 0.21943522030500118 1
17.32 1.7306870565808188 0.23752011257465622 1	17.32 1.7306870565808188 0.23752011257465622 1
18.32 1.8855399283874439 0.15710319462439148 1	18.32 1.8855399283874439 0.15710319462439148 1
19.32 -0.7135888951587539 -0.5591328065042775 1	19.32 -0.7135888951587539 -0.5591328065042775 1
20.32 -1.5154150748603543 -0.6562699088754775 1	20.32 -1.5154150748603543 -0.6562699088754775 1
21.32 -0.14469987266875384 -0.7411001361855054 1	21.32 -0.14469987266875384 -0.7411001361855054 1
22.32 -0.46420550040561226 -0.6392427908522862 1	22.32 -0.46420550040561226 -0.6392427908522862 1
23.32 -2.686092443595425 0.16007388463762595 1	23.32 -2.686092443595425 0.16007388463762595 1
24.32 -2.5396021144415375 0.16220231366043336 1	24.32 -2.5396021144415375 0.16220231366043336 1
25.32 -2.2451052606872866 0.056129893463892744 1	25.32 -2.2451052606872866 0.056129893463892744 1
26.32 0.4242651763634635 -0.39197023220309135 1	26.32 0.4242651763634635 -0.39197023220309135 1
27.32 0.32218037972212477 -0.474233464155871 1	27.32 0.32218037972212477 -0.474233464155871 1
28.32 0.3565450051226824 -0.40210689505916397 1	28.32 0.3565450051226824 -0.40210689505916397 1
29.32 0.17100191468313808 -0.5272239640810312 1	29.32 0.17100191468313808 -0.5272239640810312 1
30.32 0.12878707755979102 -0.21348975620808242 1	30.32 0.12878707755979102 -0.21348975620808242 1
31.32 -0.018312343577775003 0.19263837744767653 1	31.32 -0.018312343577775003 0.19263837744767653 1
32.32 -0.131923015346604 0.5803709153203405 1	32.32 -0.131923015346604 0.5803709153203405 1
33.32 0.13161011271830647 0.7100533467864043 1	33.32 0.13161011271830647 0.7100533467864043 1
34.32 0.18827564772963656 0.6881702689985593 1	34.32 0.18827564772963656 0.6881702689985593 1
35.32 -0.024895236824107325 0.7040745818073575 1	35.32 -0.024895236824107325 0.7040745818073575 1
36.32 -0.0916873815950181 0.8596519048799006 1	36.32 -0.0916873815950181 0.8596519048799006 1
37.32 -0.8368386015073277 0.8333495487062508 1	37.32 -0.8368386015073277 0.8333495487062508 1
38.32 -1.353910194769018 0.03231253707923254 1	38.32 -1.353910194769018 0.03231253707923254 1
39.32 -1.195389827698592 -0.4397601396494992 1	39.32 -1.195389827698592 -0.4397601396494992 1
40.32 -1.0656188033196972 -0.6461759716794937 1	40.32 -1.0656188033196972 -0.6461759716794937 1
41.32 -1.0435893273141947 -0.7047129534345671 1	41.32 -1.0435893273141947 -0.7047129534345671 1
42.32 0.6642665188159254 -0.21191110589965367 1	42.32 0.6642665188159254 -0.21191110589965367 1
43.32 1.2508998849319317 0.10527979637003959 1	43.32 1.2508998849319317 0.10527979637003959 1
44.32 1.09049267731376 -0.04524176164508131 1	44.32 1.09049267731376 -0.04524176164508131 1
