0.36 0.14825427059702534 -0.1544997567923616 1	0.36 0.14825427059702534 -0.1544997567923616 1
1.32 0.28039594079231867 -0.3345859007926202 1	1.32 0.28039594079231867 -0.3345859007926202 1
2.32 0.2821445512633072 -0.4517255235892268 1	2.32 0.2821445512633072 -0.4517255235892268 1
3.32 0.13939623595096373 -0.5558765457188315 1	3.32 0.13939623595096373 -0.5558765457188315 1
4.32 0.10023251361278263 -0.5453669758147779 1	4.32 0.10023251361278263 -0.5453669758147779 1
5.32 0.07659956871688767 -0.5450110333671261 1	5.32 0.07659956871688767 -0.5450110333671261 1
6.32 -0.04142127081905089 -0.5658740360203502 1	6.32 -0.04142127081905089 -0.5658740360203502 1
7.32 -0.22204462716307294 -0.6260286238327573 1	7.32 -0.22204462716307294 -0.6260286238327573 1
8.32 -0.22291547664664835 -0.5710592346951002 1	8.32 -0.22291547664664835 -0.5710592346951002 1
9.32 -0.17543847182853778 -0.5103633504684804 1	9.32 -0.17543847182853778 -0.5103633504684804 1
10.32 0.07196697618990422 -0.3257687068510551 1	10.32 0.07196697618990422 -0.3257687068510551 1
11.32 0.13466939564437208 -0.14856120419928076 1	11.32 0.13466939564437208 -0.14856120419928076 1
12.32 0.3335975557438009 0.014028467835339953 1	12.32 0.3335975557438009 0.014028467835339953 1
13.32 0.5349491404162086 0.006111026029762767 1	13.32 0.5349491404162086 0.006111026029762767 1
14.32 0.9126502587866945 -0.03647483318597344 1	14.32 0.9126502587866945 -0.03647483318597344 1
15.32 1.1347344700172037 -0.032974784810609004 1	15.32 1.1347344700172037 -0.032974784810609004 1
16.32 1.49137937778627 -0.018365750652886037 1	16.32 1.49137937778627 -0.018365750652886037 1
17.32 1.92601180990658 -0.0037633138397350496 1	17.32 1.92601180990658 -0.0037633138397350496 1
18.32 2.2170577497945683 -0.0030291236365911356 1	18.32 2.2170577497945683 -0.0030291236365911356 1
19.32 2.6031488055057315 0.036554001320844076 1	19.32 2.6031488055057315 0.036554001320844076 1
20.32 2.812952531053357 0.04475984133202071 1	20.32 2.812952531053357 0.04475984133202071 1
21.32 2.9632852793499973 0.04560241648171348 1	21.32 2.9632852793499973 0.04560241648171348 1
22.32 3.0071067269563905 0.02764475871452876 1	22.32 3.0071067269563905 0.02764475871452876 1
23.32 3.123280310012018 0.006102857888863555 1	23.32 3.123280310012018 0.006102857888863555 1
24.32 3.099835232356808 -0.07891209506919528 1	24.32 3.099835232356808 -0.07891209506919528 1
25.32 2.7745346228111387 -0.31941452154990424 1	25.32 2.7745346228111387 -0.31941452154990424 1
26.32 1.7157977923583951 -0.6455856664198842 1	26.32 1.7157977923583951 -0.6455856664198842 1
27.32 0.9029069233308515 -0.4603114963114874 1	27.32 0.9029069233308515 -0.4603114963114874 1
28.32 0.6815993138043104 -0.3802612022238969 1	28.32 0.6815993138043104 -0.3802612022238969 1
29.32 0.5042683465612505 -0.33358404689539034 1	29.32 0.5042683465612505 -0.33358404689539034 1
30.32 0.26374047318004745 -0.2522969077800812 1	30.32 0.26374047318004745 -0.2522969077800812 1
31.32 0.13554338672060107 -0.053877057372003545 1	31.32 0.13554338672060107 -0.053877057372003545 1
32.32 0.35679947412762303 0.11526754773433256 1	32.32 0.35679947412762303 0.11526754773433256 1
33.32 1.0226424441371194 0.41647245578623426 1	33.32 1.0226424441371194 0.41647245578623426 1
34.32 1.169512529010973 0.5020155104693613 1	34.32 1.169512529010973 0.5020155104693613 1
35.32 1.1747778382983896 0.45184113419887884 1	35.32 1.1747778382983896 0.45184113419887884 1
36.32 1.2433927351269132 0.8080854889046123 1	36.32 1.2433927351269132 0.8080854889046123 1
37.32 1.3630195568273669 0.6344942735563853 1	37.32 1.3630195568273669 0.6344942735563853 1
38.32 1.5597096463203783 0.3864444848846922 1	38.32 1.5597096463203783 0.3864444848846922 1
39.32 1.3577429378063979 0.3046817086416296 1	39.32 1.3577429378063979 0.3046817086416296 1
40.32 1.4618823360431845 0.03696649243626049 1	40.32 1.4618823360431845 0.03696649243626049 1
41.32 1.6566880982625722 -0.03896674447880111 1	41.32 1.6566880982625722 -0.03896674447880111 1
42.32 1.7126411200600673 -0.17590782577098385 1	42.32 1.7126411200600673 -0.17590782577098385 1
43.32 1.6356331442982137 -0.3301141578095006 1	43.32 1.6356331442982137 -0.3301141578095006 1
44.32 1.4855045995240568 -0.2705935433945883 1	44.32 1.4855045995240568 -0.2705935433945883 1
45.32 0.34594841310212354 -0.07480320603756518 1	45.32 0.34594841310212354 -0.07480320603756518 1
46.32 -0.7380543621078499 0.03704503225260014 1	46.32 -0.7380543621078499 0.03704503225260014 1
47.32 -1.1560105921043748 -0.1987962132079777 1	47.32 -1.1560105921043748 -0.1987962132079777 1
48.32 -0.8333677699436417 -0.17914649363756974 1	48.32 -0.8333677699436417 -0.17914649363756974 1
49.32 -0.5818499771416503 -0.21856782657334528 1	49.32 -0.5818499771416503 -0.21856782657334528 1
50.32 -0.1597305085605889 -0.23461036945890168 1	50.32 -0.1597305085605889 -0.23461036945890168 1
51.32 -0.7691862886678638 -0.26435716781794727 1	51.32 -0.7691862886678638 -0.26435716781794727 1
52.32 -0.8028195512986653 -0.25968719033838594 1	52.32 -0.8028195512986653 -0.25968719033838594 1
53.32 -0.7843947387038916 -0.2539569253382383 1	53.32 -0.7843947387038916 -0.2539569253382383 1
54.32 -0.759173404562342 -0.2572970666475347 1	54.32 -0.759173404562342 -0.2572970666475347 1
55.32 -0.7521682812633679 -0.26766966311189244 1	55.32 -0.7521682812633679 -0.26766966311189244 1
56.32 -0.9220379659541522 -0.28021969744445285 1	56.32 -0.9220379659541522 -0.28021969744445285 1
57.32 -0.5060917269373939 -0.2691305036958114 1	57.32 -0.5060917269373939 -0.2691305036958114 1
58.32 -0.5526400769671036 -0.25082695657746656 1	58.32 -0.5526400769671036 -0.25082695657746656 1
59.32 0.499736284999182 -0.2759615827617772 1	59.32 0.499736284999182 -0.2759615827617772 1
60.32 1.1737423693597666 -0.31852702162526536 1	60.32 1.1737423693597666 -0.31852702162526536 1
61.32 1.4595387079236062 -0.36083107997997477 1	61.32 1.4595387079236062 -0.36083107997997477 1
62.32 1.4407733466851838 -0.35844221292618506 1	62.32 1.4407733466851838 -0.35844221292618506 1
63.32 1.3376700457055506 -0.3503570100729061 1	63.32 1.3376700457055506 -0.3503570100729061 1
64.32 1.4304978254338216 -0.3599856773968937 1	64.32 1.4304978254338216 -0.3599856773968937 1
65.32 1.3693303881498977 -0.321202087769797 1	65.32 1.3693303881498977 -0.321202087769797 1
66.32 0.960709714882781 -0.2571029162215428 1	66.32 0.960709714882781 -0.2571029162215428 1
67.32 0.7929279326695724 -0.22533952953815795 1	67.32 0.7929279326695724 -0.22533952953815795 1
68.32 0.8519345825263569 -0.3491688597313185 1	68.32 0.8519345825263569 -0.3491688597313185 1
69.32 0.7771722171932889 -0.21425096410804745 1	69.32 0.7771722171932889 -0.21425096410804745 1
70.32 0.8014793478726436 -0.05612109700446277 1	70.32 0.8014793478726436 -0.05612109700446277 1
71.32 0.9709770679932435 -0.05259937163978856 1	71.32 0.9709770679932435 -0.05259937163978856 1
72.32 1.0991766677268124 -0.10304235408215323 1	72.32 1.0991766677268124 -0.10304235408215323 1
73.32 1.171467856278567 -0.18314856851897754 1	73.32 1.171467856278567 -0.18314856851897754 1
74.32 1.1340414346778216 -0.25817294267935553 1	74.32 1.1340414346778216 -0.25817294267935553 1
