0.36 -0.05338571228098221 -0.1769294717019314 1	0.36 -0.05338571228098221 -0.1769294717019314 1
1.32 0.2865899048681366 -0.5651612086472508 1	1.32 0.2865899048681366 -0.5651612086472508 1
2.32 0.2536283147466727 -0.599847847294801 1	2.32 0.2536283147466727 -0.599847847294801 1
3.32 0.07157364878967476 -0.5170225844162943 1	3.32 0.07157364878967476 -0.5170225844162943 1
4.32 0.04326035915846216 -0.6198054429452609 1	4.32 0.04326035915846216 -0.6198054429452609 1
5.32 -0.025341342980916615 -0.807784838487664 1	5.32 -0.025341342980916615 -0.807784838487664 1
6.32 -0.19433389500281883 -0.7835650440840789 1	6.32 -0.19433389500281883 -0.7835650440840789 1
7.32 -0.7922034814036545 0.222857671341822 1	7.32 -0.7922034814036545 0.222857671341822 1
8.32 -2.3436375443559463 0.9255238771625752 1	8.32 -2.3436375443559463 0.9255238771625752 1
9.32 -2.865941837173309 -0.0995507880069535 1	9.32 -2.865941837173309 -0.0995507880069535 1
10.32 -0.19333109862779319 -0.7150073242418502 1	10.32 -0.19333109862779319 -0.7150073242418502 1
11.32 0.8270016465904071 0.8409119905419721 1	11.32 0.8270016465904071 0.8409119905419721 1
12.32 2.2025624412909046 0.8738377665071853 1	12.32 2.2025624412909046 0.8738377665071853 1
13.32 -2.8935142764249524 0.1642943002084587 1	13.32 -2.8935142764249524 0.1642943002084587 1
14.32 -2.212887599706193 -0.3348940910319371 1	14.32 -2.212887599706193 -0.3348940910319371 1
15.32 -2.198289875282023 -0.7044223561141099 1	15.32 -2.198289875282023 -0.7044223561141099 1
16.32 2.326171545839048 -0.6134930408264028 1	16.32 2.326171545839048 -0.6134930408264028 1
17.32 2.0433490388810966 0.24801931522295328 1	17.32 2.0433490388810966 0.24801931522295328 1
18.32 2.3624908701886698 0.20246653590516672 1	18.32 2.3624908701886698 0.20246653590516672 1
19.32 1.4175946760869982 0.014030981109462548 1	19.32 1.4175946760869982 0.014030981109462548 1
20.32 -0.21283724741393195 -0.2945811741010731 1	20.32 -0.21283724741393195 -0.2945811741010731 1
21.32 -0.2859081792623077 -0.5533381388547309 1	21.32 -0.2859081792623077 -0.5533381388547309 1
22.32 -0.5926501443661616 -0.6044125814204673 1	22.32 -0.5926501443661616 -0.6044125814204673 1
23.32 -0.3064265492014333 -0.7639197227433856 1	23.32 -0.3064265492014333 -0.7639197227433856 1
24.32 0.2747781448091695 -0.6655869302082289 1	24.32 0.2747781448091695 -0.6655869302082289 1
25.32 0.827954805801506 -0.6228132037518077 1	25.32 0.827954805801506 -0.6228132037518077 1
26.32 1.04176531861952 -0.6269494246395242 1	26.32 1.04176531861952 -0.6269494246395242 1
27.32 0.33197649393454887 -0.015921591568393012 1	27.32 0.33197649393454887 -0.015921591568393012 1
28.32 0.5635998370984172 0.09598508034512898 1	28.32 0.5635998370984172 0.09598508034512898 1
29.32 1.6375614538689867 -0.02787566577456757 1	29.32 1.6375614538689867 -0.02787566577456757 1
30.32 1.1220462056078855 0.1755173258041427 1	30.32 1.1220462056078855 0.1755173258041427 1
31.32 0.1281336262878443 0.5947779450704379 1	31.32 0.1281336262878443 0.5947779450704379 1
32.32 -0.20731181425479805 0.5723347213124578 1	32.32 -0.20731181425479805 0.5723347213124578 1
33.32 0.16838748127682068 0.48364347663116813 1	33.32 0.16838748127682068 0.48364347663116813 1
34.32 0.5226573449997729 0.6299854597799533 1	34.32 0.5226573449997729 0.6299854597799533 1
35.32 0.9653090065276366 0.777504911855304 1	35.32 0.9653090065276366 0.777504911855304 1
