0.36 0.020409670833311466 -0.09237601870468493 1	0.36 0.020409670833311466 -0.09237601870468493 1
1.32 0.31417308836665514 -0.5397639453171004 1	1.32 0.31417308836665514 -0.5397639453171004 1
2.32 0.31773753939141836 -0.6971982638071803 1	2.32 0.31773753939141836 -0.6971982638071803 1
3.32 0.14979930586406054 -0.6431826621991532 1	3.32 0.14979930586406054 -0.6431826621991532 1
4.32 0.020398989418289215 -0.5838279238763504 1	4.32 0.020398989418289215 -0.5838279238763504 1
5.32 0.03579405005794012 -0.5660172926453542 1	5.32 0.03579405005794012 -0.5660172926453542 1
6.32 0.027422333954654654 -0.5624628947170827 1	6.32 0.027422333954654654 -0.5624628947170827 1
7.32 -0.14883106700822424 -0.5983216615836873 1	7.32 -0.14883106700822424 -0.5983216615836873 1
8.32 -0.16411365863087735 -0.5491789843406436 1	8.32 -0.16411365863087735 -0.5491789843406436 1
9.32 -0.1671823663349037 -0.4098540625429168 1	9.32 -0.1671823663349037 -0.4098540625429168 1
10.32 0.022915405133814737 -0.298475492354463 1	10.32 0.022915405133814737 -0.298475492354463 1
11.32 -1.333508692076606 -0.45155179351548336 1	11.32 -1.333508692076606 -0.45155179351548336 1
12.32 -1.6584624697933197 -0.5272258490366233 1	12.32 -1.6584624697933197 -0.5272258490366233 1
13.32 -1.8591071961186698 -0.4225655747378716 1	13.32 -1.8591071961186698 -0.4225655747378716 1
14.32 -2.411590193453094 -0.3943854886351712 1	14.32 -2.411590193453094 -0.3943854886351712 1
15.32 -1.692551263358892 -0.4189970396426588 1	15.32 -1.692551263358892 -0.4189970396426588 1
16.32 -1.3742859364016706 -0.3417452762908857 1	16.32 -1.3742859364016706 -0.3417452762908857 1
17.32 -0.5210991150435924 -0.34109873652277733 1	17.32 -0.5210991150435924 -0.34109873652277733 1
18.32 0.6618022535384491 -0.29213764333511083 1	18.32 0.6618022535384491 -0.29213764333511083 1
19.32 1.5565265846437608 -0.07571960861461724 1	19.32 1.5565265846437608 -0.07571960861461724 1
20.32 2.4037808224347996 0.036141196046162394 1	20.32 2.4037808224347996 0.036141196046162394 1
21.32 3.0267498491822264 0.09533634146216263 1	21.32 3.0267498491822264 0.09533634146216263 1
22.32 -2.9813888326800146 0.15462542049850536 1	22.32 -2.9813888326800146 0.15462542049850536 1
