0.36 -0.05996169402347595 -0.1699541935331661 1	0.36 -0.05996169402347595 -0.1699541935331661 1
1.32 0.14328050110786217 -0.42249551722169665 1	1.32 0.14328050110786217 -0.42249551722169665 1
2.32 0.11133427373203819 -0.48831659570338326 1	2.32 0.11133427373203819 -0.48831659570338326 1
3.32 -0.14753170428669948 -0.24417871820393988 1	3.32 -0.14753170428669948 -0.24417871820393988 1
4.32 -0.4489009176343841 0.39742466536825405 1	4.32 -0.4489009176343841 0.39742466536825405 1
5.32 -0.4381598123517607 0.5921160736150513 1	5.32 -0.4381598123517607 0.5921160736150513 1
6.32 -1.2802499001388288 0.724382779197958 1	6.32 -1.2802499001388288 0.724382779197958 1
7.32 -2.3861879035746973 0.7014698873382662 1	7.32 -2.3861879035746973 0.7014698873382662 1
8.32 3.1067090370828625 0.28246122380278904 1	8.32 3.1067090370828625 0.28246122380278904 1
9.32 2.995830922604126 -0.1430913772301159 1	9.32 2.995830922604126 -0.1430913772301159 1
10.32 -3.102284518520512 -0.2917201256714488 1	10.32 -3.102284518520512 -0.2917201256714488 1
11.32 -2.8210969843440825 0.07104648954240234 1	11.32 -2.8210969843440825 0.07104648954240234 1
12.32 -2.202051618325431 -0.1498514563021105 1	12.32 -2.202051618325431 -0.1498514563021105 1
13.32 -2.2199411035320327 -0.4063841734570266 1	13.32 -2.2199411035320327 -0.4063841734570266 1
14.32 -2.406710043425007 -0.3479398686852344 1	14.32 -2.406710043425007 -0.3479398686852344 1
15.32 -1.8688423634336138 -0.21239334037197977 1	15.32 -1.8688423634336138 -0.21239334037197977 1
16.32 -1.2381688948625242 -0.2517169697762285 1	16.32 -1.2381688948625242 -0.2517169697762285 1
17.32 -1.0029691626218091 -0.3423016523498368 1	17.32 -1.0029691626218091 -0.3423016523498368 1
18.32 -0.6625801118794783 -0.5439711661987876 1	18.32 -0.6625801118794783 -0.5439711661987876 1
19.32 -0.49054335657624737 -0.5065054746898721 1	19.32 -0.49054335657624737 -0.5065054746898721 1
20.32 -0.4096479740648413 -0.42175347303691857 1	20.32 -0.4096479740648413 -0.42175347303691857 1
21.32 -0.2924728512712491 -0.4182637919173111 1	21.32 -0.2924728512712491 -0.4182637919173111 1
22.32 -0.16005849083362333 -0.45719817799178 1	22.32 -0.16005849083362333 -0.45719817799178 1
23.32 0.044533960820227314 -0.48840707357180646 1	23.32 0.044533960820227314 -0.48840707357180646 1
24.32 0.33751009523458153 -0.44819877167630695 1	24.32 0.33751009523458153 -0.44819877167630695 1
25.32 0.27006764078437717 -0.2707176363044048 1	25.32 0.27006764078437717 -0.2707176363044048 1
26.32 0.30741489425025303 -0.23714060818210259 1	26.32 0.30741489425025303 -0.23714060818210259 1
27.32 0.37367610986270705 -0.23628766577665306 1	27.32 0.37367610986270705 -0.23628766577665306 1
28.32 0.41224858446348245 -0.24668193923032034 1	28.32 0.41224858446348245 -0.24668193923032034 1
29.32 0.28817892243232235 -0.19376369593619236 1	29.32 0.28817892243232235 -0.19376369593619236 1
30.32 0.14901202274507064 0.0632675919728487 1	30.32 0.14901202274507064 0.0632675919728487 1
31.32 0.1554491460922769 0.46116977942444826 1	31.32 0.1554491460922769 0.46116977942444826 1
32.32 0.4647810401797501 0.912593395959665 1	32.32 0.4647810401797501 0.912593395959665 1
